abstracts,title
"We describe the prenatal and postnatal sonographic findings and postnatal course in the first reported patient with a posterior mediastinal pericardial cyst. We then review and discuss current knowledge about the management of prenatally diagnosed cystic structures of the pericardium. (c) 2017 Wiley Periodicals, Inc. J Clin Ultrasound 46:149-151, 2018.",The ultrasound appearance of an unusual fetal pericardial cyst.
"Genetic etiology of psychopathology symptoms and cognitive performance in schizophrenia is supported by candidate gene and polygenic risk score (PRS) association studies. Such associations are reported to be dependent on several factors - sample characteristics, illness phase, illness severity etc. We aimed to examine if schizophrenia PRS predicted psychopathology symptoms and cognitive performance in patients with chronic schizophrenia. We also examined if schizophrenia associated autosomal loci were associated with specific symptoms or cognitive domains. Case-only analysis using data from the Clinical Antipsychotics Trials of Intervention Effectiveness-Schizophrenia trials (n=730). PRS was constructed using Psychiatric Genomics Consortium (PGC) leave one out genome wide association analysis as the discovery data set. For candidate region analysis, we selected 105-schizophrenia associated autosomal loci from the PGC study. We found a significant effect of PRS on positive symptoms at p-threshold (PT ) of 0.5 (R(2)=0.007, p=0.029, empirical p=0.029) and negative symptoms at PT of 1e-07 (R(2)=0.005, p=0.047, empirical p=0.048). For models that additionally controlled for neurocognition, best fit PRS predicted positive (p-threshold 0.01, R(2)=0.007, p=0.013, empirical p=0.167) and negative symptoms (p-threshold 0.1, R(2)=0.012, p=0.004, empirical p=0.329). No associations were seen for overall neurocognitive and social cognitive performance tests. Post-hoc analyses revealed that PRS predicted working memory and vigilance performance but did not survive correction. No candidate regions that survived multiple testing corrections were associated with either symptoms or cognitive performance. Our findings point to potentially distinct pathogenic mechanisms for schizophrenia symptoms.",Polygenic signal for symptom dimensions and cognitive performance in patients with chronic schizophrenia.
Congenital central nervous system (CNS) infections are a cause of significant morbidity and mortality. The recent Zika virus outbreak raised awareness of congenital CNS infections. Imaging can be effective in diagnosing the presence and severity of infection. In this paper we review the clinical presentations and imaging characteristics of several common and less common congenital CNS infections.,Imaging of congenital central nervous system infections.
"The relationship between fat, bone and systemic metabolism is a growing area of scientific interest. Marrow adipose tissue is a well-recognized component of the bone marrow milieu and is metabolically distinct from current established subtypes of adipose tissue. Despite recent advances, the functional significance of marrow adipose tissue is still not clearly delineated. Bone and fat cells share a common mesenchymal stem cell (MSC) within the bone marrow, and hormones and transcription factors such as growth hormone, leptin, and peroxisomal proliferator-activated receptor gamma influence MSC differentiation into osteoblasts or adipocytes. MSC osteogenic potential is more vulnerable than adipogenic potential to radiation and chemotherapy, and this confers a risk for an abnormal fat-bone axis in survivors following cancer therapy and bone marrow transplantation. This review provides a summary of data from animal and human studies describing the relationship between marrow adipose tissue and hematopoiesis, bone mineral density, bone strength, and metabolic function. The significance of marrow adiposity in other metabolic disorders such as osteoporosis, diabetes mellitus, and estrogen and growth hormone deficiency are also discussed. We conclude that marrow adipose tissue is an active endocrine organ with important metabolic functions contributing to bone energy maintenance, osteogenesis, bone remodeling, and hematopoiesis. Future studies on the metabolic role of marrow adipose tissue may provide the critical insight necessary for selecting targeted therapeutic interventions to improve altered hematopoiesis and augment skeletal remodeling in cancer survivors.",Fat-bone interaction within the bone marrow milieu: Impact on hematopoiesis and systemic energy metabolism.
"BACKGROUND AND PURPOSE: The 22q11.2 deletion syndrome is characterized by a heterogenic phenotype, including hearing loss. The underlying cause of hearing loss, especially sensorineural hearing loss, is not yet clear. Therefore, our objective was to describe anatomic malformations in the middle and inner ear in patients with 22q11.2 deletion syndrome. MATERIALS AND METHODS: A retrospective case series was conducted in 2 tertiary referral centers. All patients with 22q11.2 deletion syndrome who had undergone CT or MR imaging of the temporal bones were included. Radiologic images were evaluated on predetermined parameters, including abnormalities of the ossicular chain, cochlea, semicircular canals, and vestibule. RESULTS: There were 26 patients (52 ears) with a CT or MR imaging scan available. A dense stapes superstructure was found in 18 ears (36%), an incomplete partition type II was suspected in 12 cochleas (23%), the lateral semicircular canal was malformed with a small bony island in 17 ears (33%), and the lateral semicircular canal and vestibule were fused to a single cavity in 15 ears (29%). CONCLUSIONS: Middle and inner ear abnormalities were frequently encountered in our cohort, including malformations of the lateral semicircular canal.",Anatomic Malformations of the Middle and Inner Ear in 22q11.2 Deletion Syndrome: Case Series and Literature Review.
"Tumor suppressor genes play critical roles orchestrating anti-cancer programs that are both context dependent and mechanistically diverse. Beyond canonical tumor suppressive programs that control cell division, cell death, and genome stability, unexpected tumor suppressor gene activities that regulate metabolism, immune surveillance, the epigenetic landscape, and others have recently emerged. This diversity underscores the important roles these genes play in maintaining cellular homeostasis to suppress cancer initiation and progression, but also highlights a tremendous challenge in discerning precise context-specific programs of tumor suppression controlled by a given tumor suppressor. Fortunately, the rapid sophistication of genetically engineered mouse models of cancer has begun to shed light on these context-dependent tumor suppressor activities. By using techniques that not only toggle ""off"" tumor suppressor genes in nascent tumors, but also facilitate the timely restoration of gene function ""back-on again"" in disease specific contexts, precise mechanisms of tumor suppression can be revealed in an unbiased manner. This review discusses the development and implementation of genetic systems designed to toggle tumor suppressor genes off and back-on again and their potential to uncover the tumor suppressor's tale.",Off and back-on again: a tumor suppressor's tale.
"Academic medical center (AMC) faculty, administrators, and leaders have the critical tasks of teaching and training the next generation of health care providers and biomedical researchers, as well as generating new knowledge that improves the health of all. In the United States, medical schools and their affiliated hospitals train remarkably high-quality physicians and scientists, and the research conducted at these institutions results in advances in health. To that end, AMCs have become essential engines for driving better health in the United States and the rest of the world; they also have become essential engines driving the economies of their respective communities and regions. The education and research missions, however, require subsidization because tuition and extramural grant funding do not cover the costs of these endeavors. This subsidization largely has come from revenues generated by AMCs' clinical endeavors. The viability of this cross-subsidization, however, is increasingly threatened in the current clinical environment. The authors of this Perspective discuss these issues in depth and provide some concrete recommendations to address these challenges. They hope to stimulate discussion and, ultimately, ensure the financial viability of U.S. AMCs-a national resource of utmost importance. Recommendations to sustain research include creating strategic biomedical research plans, developing a defined and sustained model to support National Institutes of Health funding that keeps pace with inflation, and evolving funding mechanisms. Recommendations to sustain medical education include limiting student debt, creating more cost-effective curricula, and ensuring that clinical training opportunities that meet national standards are available to students.",Recommendations to Sustain the Academic Mission Ecosystem at U.S. Medical Schools.
"Objective To determine the impact of cannabis use disorder (CUD) on the inpatient outcomes of attention deficit hyperactivity disorder (ADHD) in adolescents Background Previous studies have evaluated the impact of CUD on the health-related quality of life in ADHD patients. Methods We used the nationwide inpatient sample (NIS) from the Healthcare Cost and Utilization Project (HCUP) from years 2010--2014. We identified ADHD and cannabis use (CU) as the primary and the other diagnosis, respectively, using validated International Classification of Diseases, 9th Revision, and Clinical Modification (ICD-9--CM) codes. We used the binomial logistic regression model to generate adjusted odds ratios (aOR). Results We analyzed a total of 11,232 ADHD adolescent hospital admissions from years 2010-2014; of these, 1.79% had CUD. The mean age of adolescents was 14.1 years (SD = 1.79). The prevalence of CUD was highest in ADHD adolescents of 15-18 years (73%) and common in the white race (71%). A higher proportion of ADHD with CUD was transferred to acute care hospitals and skilled/other nursing facilities (5.4% and 7.4% vs. 1.1% and 2.6%, respectively, p-value < 0.001). CUD increases the risk of inpatient charges > $12,247 (median) by 0.6 times (aOR = 1.835; p-value = 0.002) and increases the risk of inpatient stay > 5 days (median) by 0.7 times (aOR = 2.099; p-value < 0.001). The utilization of psychotropic medications was reduced by 0.8 times in ADHD with CUD adolescents by 0.8 times (aOR = 0.448; p-value = 0.017), and the implication of behavioral therapy in the management of ADHD with CUD adolescents was reduced by 0.9 times (aOR = 0.412; p-value = 0.048). Also, there is a 2.8 times higher risk of comorbid alcohol abuse in ADHD with CUD adolescents (aOR = 17.141; p-value < 0.001). Conclusion The increased risk of substance use is a long-term implication of ADHD in adolescents. It has been determined that comorbid CUD in patients with ADHD not only increases the risk of acute inpatient care but also prolongs the inpatient stay, thus increasing the healthcare cost. Surprisingly, comorbid CUD decreases the utilization of psychotropic medications and behavioral therapy in ADHD. Another major issue is the higher risk of comorbid alcohol abuse in ADHD with CUD adolescents. Further exploration with randomized controlled studies would be required to support and highlight the growing issue of cannabis use among adolescents with ADHD.",Is Cannabis Use Associated With the Worst Inpatient Outcomes in Attention Deficit Hyperactivity Disorder Adolescents?
"Physician psychological wellness is an emergent outcome resulting from dynamic interactions among complex conditions. We may enhance opportunities for physician wellness by applying principles developed to improve another emergent outcome: patient safety. The Safety I approach to patient safety focuses on ""what went wrong"" and considers humans a liability. Safety II is a powerful complementary approach that focuses on ""what went right"" and values human creativity. These contrasting perspectives are described in the context of patient safety, but the underlying principles have relevance for physician psychological wellness. We can create conditions that interfere with wellness and conditions that support wellness. We can learn from exploring and reinforcing successes and improving routine processes; together, these approaches may have a greater cumulative positive impact than just addressing problems. In addition to learning from failures, there is much we can learn from success.",Staying Well in a Sea of Harm.
,Clinical Reasoning: A 12-year-old girl with headache and change in mental status.
"Much has been written about conscience-based objections to the provision of reproductive abortion services. Nevertheless, conscience may drive providers in the other direction as well: OB/GYNs may, in fact, decide to provide these services because of their well-considered moral, ethical, and religious convictions.",The Conscience of an MFM.
"Introduction: Communicable diseases are the leading causes of death in Tanzania despite the existence of effective treatment tools. We aimed to assess the sociocultural and health system factors associated with mortality from febrile illness in northern Tanzania. Methods: We interviewed febrile inpatients to determine prevalence of barriers in seeking or receiving care and grouped these barriers using the Three Delays model (delays at home, in transport and at healthcare facilities). We assessed 6-week mortality and, after matching on age, gender and severity of illness, measured the association between delays and mortality using conditional logistic regression. Results: We enrolled 475 children, of whom 18 (3.8%) died, and 260 adults, of whom 34 (13.0%) died. For children, home delays were not associated with mortality. Among adults, a delay in care-seeking due to not recognising severe symptoms was associated with mortality (OR: 3.01; 95% CI 1.24 to 7.32). For transport delays, taking >1 hour to reach a facility increased odds of death in children (OR: 3.27; 95% CI 1.11 to 9.66) and adults (OR: 3.03; 95% CI 1.32 to 6.99). For health system delays, each additional facility visited was associated with mortality for children (OR: 1.59; 95% CI 1.06 to 2.38) and adults (OR: 2.00; 95% CI 1.17 to 3.41), as was spending >4 days between the first facility visit and reaching tertiary care (OR: 4.39; 95% CI 1.49 to 12.93). Conclusion: Our findings suggest that delays at home, in transport and in accessing tertiary care are risk factors for mortality from febrile illness in northern Tanzania. Interventions that may reduce mortality include community education regarding severe symptoms, expanding transportation infrastructure and streamlining referrals to tertiary care for the sickest patients.",Sociocultural and health system factors associated with mortality among febrile inpatients in Tanzania: a prospective social biopsy cohort study.
"OBJECTIVE: Endometriosis is a chronic, estrogen dependent condition that affects 5-10% of reproductive aged women and is associated with pelvic pain and infertility. As the approach to therapy shifts from surgical ablation to pharmacological control, a non-surgical mode of diagnosis would be desirable. The ENDOmarker study was designed by the NICHD Reproductive Medicine Network (RMN) to obtain well characterized and phenotyped bio specimens in a standardized fashion from women with and without endometriosis. DESIGN: Development of a diagnostic test. SETTING: Academic medical centers. PATIENTS: This study will enroll up to 500 participants, and follow them for up to 5months. Included subjects are aged 18-44, scheduled to undergo gynecologic surgery (laparoscopy/laparotomy) for clinical reasons. INTERVENTIONS: Presence and stage of endometriosis (or its absence) is characterized by visual examination at the time of surgery. Subjects will undergo extensive clinical evaluation pre-operatively and at visits one and four months postoperatively. Endometrial biopsy, blood, urine and disease specific questionnaires will be collected at each visit. MAIN OUTCOME: Samples will be placed in a bio-repository to be used to validate and optimize the clinical use of genomic classifiers of the endometrium alone or in combination with serum cytokines as a non-surgical composite marker of endometriosis. CONCLUSION: This protocol can serve as a reference for objective collection of high quality bio specimens for discovery or validation of potential nonsurgical diagnosis of presence or severity of disease.","Evaluation, validation and refinement of noninvasive diagnostic biomarkers for endometriosis (ENDOmarker): A protocol to phenotype bio-specimens for discovery and validation."
"Supranormal contractile properties are frequently associated with cardiac diseases. Anesthetic agents, including propofol, can depress myocardial contraction. We tested the hypothesis that fropofol, a propofol derivative, reduces force development in cardiac muscles via inhibition of cross-bridge cycling and may therefore have therapeutic potential. Force and intracellular Ca(2+) concentration ([Ca(2+)]i) transients of rat trabecular muscles were determined. Myofilament ATPase, actin-activated myosin ATPase, and velocity of actin filaments propelled by myosin were also measured. Fropofol dose dependently decreased force without altering [Ca(2+)]i in normal and pressure-induced hypertrophied-hypercontractile muscles. Similarly, fropofol depressed maximum Ca(2+)-activated force ( Fmax) and increased the [Ca(2+)]i required for 50% of Fmax (Ca50) at steady state without affecting the Hill coefficient in both intact and skinned cardiac fibers. The drug also depressed cardiac myofibrillar and actin-activated myosin ATPase activity. In vitro actin sliding velocity was significantly reduced when fropofol was introduced during rigor binding of cross-bridges. The data suggest that the depressing effects of fropofol on cardiac contractility are likely to be related to direct targeting of actomyosin interactions. From a clinical standpoint, these findings are particularly significant, given that fropofol is a nonanesthetic small molecule that decreases myocardial contractility specifically and thus may be useful in the treatment of hypercontractile cardiac disorders.-Ren, X., Schmidt, W., Huang, Y., Lu, H., Liu, W., Bu, W., Eckenhoff, R., Cammarato, A., Gao, W. D. Fropofol decreases force development in cardiac muscle.",Fropofol decreases force development in cardiac muscle.
,"Comfort at the crossroads: Service, therapy and emotional support animals in the intensive care unit and at the end-of-life."
"Trauma-informed interventions have been implemented in various settings, but trauma-informed care (TIC) has not been widely incorporated into the treatment of adult patients with traumatic injuries. The purpose of this study was to examine health care provider knowledge, attitudes, practices, competence, and perceived barriers to implementation of TIC. This cross-sectional study used an anonymous web-based survey to assess attitudes, knowledge, perceived competence, and practice of TIC among trauma providers from an urban academic medical center with a regional resource trauma center. Providers (nurses, physicians, therapists [physical, occupational, respiratory]) working in trauma resuscitation, trauma critical care, and trauma care units were recruited. Descriptive statistics summarized knowledge, attitudes, practice, competence, and perceived barriers to TIC and logistic regression analyses examined factors predicting the use of TIC in practice. Of 147 participants, the majority were nurses (65%), followed by therapists (18%) and physicians (17%), with a median 3 years of experience; 75% answered the knowledge items correctly and 89% held favorable opinions about TIC. Nineteen percent rated themselves as less than ""somewhat competent."" All participants rated the following as significant barriers to providing basic TIC: time constraints, need of training, confusing information about TIC, and worry about retraumatizing patients. Self-rated competence was the most consistent predictor of providers' reported use of specific TIC practices. Despite some variability, providers were generally knowledgeable and held favorable views toward incorporating TIC into their practice. TIC training for trauma providers is needed and should aim to build providers' perceived competence in providing TIC.","Trauma Providers' Knowledge, Views, and Practice of Trauma-Informed Care."
,"Carole L. Marcus, M.B.B.Ch. (1960 - 2017)."
,A 20-Minute Cup of Coffee.
"PURPOSE OF REVIEW: The role of PCNL and the expertise surrounding it has expanded in recent decades. Miniaturisation of equipment and instrument size has formed a part of this innovation. Although an increasing number of studies have been performed on miniaturised PCNL (Mi-PCNL) recently, a critical appraisal on these is lacking. We therefore conducted a systematic review of the literature to evaluate the efficacy, safety and feasibility of Mi-PCNL techniques (< 15 Fr). RECENT FINDINGS: A systematic review was conducted from 1990 to March 2017 on outcomes of Mi-PCNL [micro PCNL (m-PCNL) and ultra-mini PCNL (UMP)] in adult patients. Ten studies (three on m-PCNL and seven on UMP) were included in our study. Across the three studies, 118 patients (mean age 42.2 years, male to female ratio 1.3:1) underwent m-PCNL (4.8 Fr). For a mean stone size of 13.9 mm, a mean stone-free rate (SFR) was 89% and an overall complication rate was 15.2% [Clavien classification I (44%), II (28%), III (28%)], with no Clavien IV or V complications. Across the seven studies, 262 patients (mean age 49.4 years, male to female ratio 1.5:1) underwent UMP (13-14 Fr). For a mean stone size of 18.6 mm, a mean SFR was 88.3% and an overall complication rate was 6.2% [Clavien classification I (57%), II (36%), III (7%)], with no Clavien IV or V complications. While the transfusion rates for m-PCNL was 0.85%, only one case each in m-PCNL and UMP needed conversion to mini PCNL. Our review shows that for small- to medium-sized renal stones, Mi-PCNL can yield good stone-free rates whilst maintaining a low morbidity associated with it. There were no Clavien > III complications and no mortality with only one transfusion reported from this minimally invasive technique.",Role of Minimally Invasive (Micro and Ultra-mini) PCNL for Adult Urinary Stone Disease in the Modern Era: Evidence from a Systematic Review.
"PURPOSE OF REVIEW: We provide an overview of our current understanding of combination lipid-lowering therapies intended for dyslipidemia treatment and cardiovascular disease prevention. First, we analyze recent statin and non-statin combination therapy guidelines and clinical studies since the publication of 2013 American College of Cardiology Cholesterol Guidelines. Second, we examine the clinical utility of non-statin agents alone and in combination in terms of LDL-C lowering and ASCVD risk reduction. RECENT FINDINGS: Medical societies, including the American College of Cardiology (ACC), National Lipid Association (NLA), and American Association of Clinical Endocrinologists (AACE), have released guidelines to address the appropriate use of non-statin therapies. The guidelines incorporated new evidence, including the IMPROVE-IT and FOURIER clinical trials, which demonstrate that the combination of statin therapy with other non-statin agents such as ezetimibe and PCSK9 inhibitors has a significant clinical benefit. Increasing evidence that aggressive low-density lipoprotein cholesterol (LDL-C) lowering leads to lower cardiovascular disease risk supports the need for continued exploration of the role of combination lipid-lowering therapies. A review of guidelines and clinical trials evaluating non-statin agents illuminates the growing base of evidence and expert opinion supporting the use of combination lipid-lowering therapies. While the majority of clinical trial data utilizes dyslipidemia monotherapy, especially statins, combination therapies represent an opportunity for individualized, patient-centered approach to LDL-C lowering and atherosclerotic cardiovascular disease (ASCVD) risk reduction. The overview provides a perspective on lipid management intended for clinicians who seek additional information and guidance on the use of combination therapies.",A Clinical Guide to Combination Lipid-Lowering Therapy.
"Importance: Patients with somatic overgrowth commonly require surgical intervention to preserve function and improve cosmesis. To our knowledge no observation of scarring outcomes in this population has been published to date. Objective: To observe the frequency of abnormal scarring in patients with somatic overgrowth and sequencing-verified mutations in the PIK3CA gene. Design, Setting, and Participants: This retrospective study evaluated scarring outcomes in patients with PIK3CA-related overgrowth. Samples of affected tissue were sequenced between July 2015 and October 2016. Medical records from multiple large academic tertiary care centers were reviewed for surgical history and scar descriptions, and clinical photographs were assessed by 2 surgeons (J.N.J. and D.M.K.) to confirm abnormal scarring. Analysis of medical records and photographs was performed between April 2017 and June 2017 by a multidisciplinary team from dermatology, plastic surgery, orthopedic surgery, radiology, and genetics departments. All patients considered for the study were diagnosed with somatic overgrowth and previously had affected tissue sent for next-generation sequencing. Those with pathogenic PIK3CA variants and 1 or more prior surgical procedures were reviewed. Main Outcomes and Measures: Presence of excessive scarring in patients with PIK3CA overgrowth. Results: A total of 57 patients with segmental overgrowth syndromes were sequenced. Of the 57 patients, 25 (44%) had pathogenic or likely pathogenic variants in PIK3CA. Of those with pathogenic PIK3CA variants, 6 (24%) had past surgical procedures, all with preoperative and postoperative photographs. Of 6 patients with PIK3CA-related overgrowth and a history of 1 or more surgical procedure, 4 (67%) developed excessive scarring. The cohort with abnormal scarring comprised 3 females and 1 male, with a median age of 8.5 years. All abnormal scarring occurred in affected overgrowth tissue. Three of the 4 patients developed the excessive scarring after debulking procedures for overgrowth and/or vascular malformations of the upper or lower extremity. Conclusions and Relevance: Excessive scarring occurred frequently in patients with PIK3CA-related overgrowth syndromes. The risk of abnormal scarring should therefore be discussed preoperatively. Given the activating nature of these PIK3CA variants, we suggest that the excessive scarring may be owing in part to up-regulation of the PI3K-Akt-mTOR pathway. Additional studies are needed to assess scarring outcomes in patients with other types of overgrowth.",Scarring in Patients With PIK3CA-Related Overgrowth Syndromes.
,Surgical management of the tonsillectomy and adenoidectomy patient.
"Unlike the overt nature of physical aggression, which lends itself to simpler and more direct methods of investigation, the often-masked nature of relational aggression has led to difficulties and debate regarding the most effective tools of study. Given concerns with the accuracy of third-party relational aggression reports, especially as individuals age, self-report measures may be particularly useful when assessing experiences with relational aggression. However, it is important to recognize validity concerns-in particular, the potential effects of item order presentation-associated with self-report of relational aggression perpetration and victimization. To investigate this issue, surveys were administered and completed by 179 young adults randomly assigned to one of four survey conditions reflecting manipulation of item order. Survey conditions included presentation of (a) perpetration items only, (b) victimization items only, (c) perpetration items followed by victimization items, and (d) victimization items followed by perpetration items. Results revealed that participants reported perpetrating relational aggression significantly more often when asked only about perpetration or when asked about perpetration before victimization, compared with participants who were asked about victimization before perpetration. Item order manipulation did not result in significant differences in self-reported victimization experiences. Results of this study indicate a need for greater consideration of item order when conducting research using self-report data and the importance of additional investigation into which form of item presentation elicits the most accurate self-report information.",A Methodological Study of Order Effects in Reporting Relational Aggression Experiences.
"An increasing number of countries are developing front-of-package (FOP) labels; however, there is limited evidence examining the impact of specific design characteristics for these labels. The current study investigated consumer perceptions of several FOP label design characteristics, including potential differences among sociodemographic sub-groups. Two hundred and thirty-four participants aged 16 years or older completed nine label rating tasks on a laptop at a local shopping mall in Canada. The rating tasks asked participants to rate five primary design characteristics (border, background presence, background colour, 'caution' symbol and government attribution) on their noticeability, readability, believability and likelihood of changing their beverage choice. FOP labels with a border, solid background and contrasting colours increased noticeability. A solid background increased readability, while a contrasting background colour reduced it. Both a 'caution' symbol and a government attribution increased the believability of the labels and the perceived likelihood of influencing beverage choice. The effect of the design characteristics was generally similar across sociodemographic groups, with modest differences in five of the nine outcomes. Label design characteristics, such as the use of a border, colour and symbols can enhance the salience of FOP nutrition labels and may increase the likelihood that FOP labels are used by consumers.",Consumer perceptions of specific design characteristics for front-of-package nutrition labels.
"War zone deployment and posttraumatic stress disorder (PTSD) have been associated with morbidity and mortality decades later. Less is known about the associations between these variables and the early emergence of medical disorders in war zone veterans. This prospective study of 862 U.S. Army soldiers (n = 569 deployed; n = 293 nondeployed) examined: (a) associations between Iraq War deployment status (deployed vs. nondeployed) and new medical diagnoses that emerged within six months after return from Iraq among all participants; and (b) associations between combat severity and PTSD symptoms, and new postdeployment medical diagnoses that emerged within 12 months after return from Iraq within deployed participants. New medical diagnoses were abstracted from diagnostic codes associated with clinical outpatient visits recorded within the Department of Defense Standard Ambulatory Data Record database. Combat severity was measured with the Combat Experiences module of the Deployment Risk and Resilience Inventory, and postdeployment posttraumatic stress disorder symptom severity was measured using the PTSD Checklist-Civilian. Neither deployment nor combat severity was associated with new medical diagnoses. However, among deployed soldiers, more severe PTSD symptoms were associated with increased risk for a new medical disorder diagnosis; every 10-point increase in PTSD symptoms increased odds of a new diagnosis by nearly 20% (odds ratio = 1.20). Results suggest that PTSD symptoms are associated with early morbidity in Iraq War veterans.","Prospective Examination of Early Associations of Iraq War Zone Deployment, Combat Severity, and Posttraumatic Stress Disorder with New Incident Medical Diagnoses."
"BACKGROUND: How patients experience the symptoms/signs of psoriasis is highly relevant for assessing treatment response. OBJECTIVES: Compare outcomes with guselkumab, placebo and adalimumab utilizing the novel, validated Psoriasis Symptoms and Signs Diary (PSSD). METHODS: VOYAGE 1 is an ongoing, phase III, double-blinded, controlled trial of patients with moderate-to-severe psoriasis. Patients were randomized to guselkumab 100 mg every 8 weeks; placebo-to-guselkumab 100 mg every 8 weeks; or adalimumab 40 mg every 2 weeks. The PSSD was self-administered to assess symptoms (i.e. itch, skin tightness, burning, stinging and pain) and signs (i.e. dryness, cracking, scaling, shedding/flaking, redness and bleeding) of psoriasis (0-10 [absent-to-worst-imaginable]) every 24 h. Symptom and sign summary scores were derived (0-100) based on average scores of the individual symptoms and signs. Proportions of patients with clinically meaningful improvements and symptom- and sign-free scores of 0 were evaluated across treatment groups at weeks 16, 24 and 48. RESULTS: At baseline, 652 of 837 randomized patients had PSSD scores. The proportion of patients achieving clinically meaningful improvements in PSSD summary scores was significantly higher in the guselkumab group compared with the placebo group at week 16 (P < 0.001) and compared with the adalimumab group at weeks 24 (P = 0.002) and 48 (P < 0.001). The proportions of patients achieving PSSD symptom and sign summary scores of 0 (i.e. symptom- and sign-free) were significantly higher for guselkumab vs. placebo at week 16 and vs. adalimumab at weeks 24 and 48 (all P < 0.001). CONCLUSIONS: Based on PSSD scores, greater improvements in symptoms and signs of psoriasis were reported by patients treated with guselkumab compared with placebo at week 16 or adalimumab through 48 weeks.",Patient-reported symptoms and signs of moderate-to-severe psoriasis treated with guselkumab or adalimumab: results from the randomized VOYAGE 1 trial.
"Molecular anomalies in MED13L, leading to haploinsufficiency, have been reported in patients with moderate to severe intellectual disability (ID) and distinct facial features, with or without congenital heart defects. Phenotype of the patients was referred to ""MED13L haploinsufficiency syndrome."" Missense variants in MED13L were already previously described to cause the MED13L-related syndrome, but only in a limited number of patients. Here we report 36 patients with MED13L molecular anomaly, recruited through an international collaboration between centers of expertise for developmental anomalies. All patients presented with intellectual disability and severe language impairment. Hypotonia, ataxia, and recognizable facial gestalt were frequent findings, but not congenital heart defects. We identified seven de novo missense variations, in addition to protein-truncating variants and intragenic deletions. Missense variants clustered in two mutation hot-spots, i.e., exons 15-17 and 25-31. We found that patients carrying missense mutations had more frequently epilepsy and showed a more severe phenotype. This study ascertains missense variations in MED13L as a cause for MED13L-related intellectual disability and improves the clinical delineation of the condition.",MED13L-related intellectual disability: involvement of missense variants and delineation of the phenotype.
"Importance: Thyroid nodules are common, being detected in up to 65% of the general population. This is likely due to the increased use of diagnostic imaging for purposes unrelated to the thyroid. Most thyroid nodules are benign, clinically insignificant, and safely managed with a surveillance program. The main goal of initial and long-term follow-up is identification of the small subgroup of nodules that harbor a clinically significant cancer ( approximately 10%), cause compressive symptoms ( approximately 5%), or progress to functional disease ( approximately 5%). Observations: Thyroid function testing and ultrasonographic characteristics guide the initial management of thyroid nodules. Certain ultrasound features, such as a cystic or spongiform appearance, suggest a benign process that does not require additional testing. Suspicious sonographic patterns including solid composition, hypoechogenicity, irregular margins, and microcalcifications should prompt cytological evaluation. Additional diagnostic procedures, such as molecular testing, are indicated only in selected cases, such as indeterminate cytology ( approximately 20%-30% of all biopsies). The initial risk estimate, derived from ultrasound and, if performed, cytology report, should determine the need for treatment and the type, frequency, and length of subsequent follow-up. Management includes simple observation, local treatments, and surgery and should be based on the estimated risk of malignancy and the presence and severity of compressive symptoms. Conclusions and Relevance: Most thyroid nodules are benign. A diagnostic approach that uses ultrasound and, when indicated, fine-needle aspiration biopsy and molecular testing, facilitates a personalized, risk-based protocol that promotes high-quality care and minimizes cost and unnecessary testing.",The Diagnosis and Management of Thyroid Nodules: A Review.
"BACKGROUND: The field of pediatric orthopaedic surgery is evolving with a reported increase in the number of pediatric orthopaedic fellows being trained as well as an increase in the number of fellows completing additional fellowship training in another subspecialty. The purpose of this study was to examine the historic trends of trainees seeking multiple fellowships within pediatric orthopaedics over an 11-year period using the database of the American Board of Orthopaedic Surgery (ABOS). METHODS: We queried the ABOS database for fellowship choice of applicants for the ABOS part II oral examination with the self-declared subspecialty of pediatric orthopaedics during the years of 2005 to 2015. Descriptive analysis was performed to determine the percentage of applicants who completed >1 fellowship, and the type of subspecialty fellowship completed. chi analysis was used to compare the proportion of multiple fellowship trainees between years. RESULTS: From 2005 to 2015, 310 applicants for ABOS part II pediatric subspecialty examination had completed a fellowship in pediatric orthopaedic surgery, with that number increasing from 14 to 43/y over that span. Forty-five trainees (15%) completed 48 additional fellowships over that decade, with 2 recent trainees completing multiple additional fellowships. The most common additional fellowships were sports (n=22, 46%), hand (n=8, 17%), and spine (n=7, 15%). The rate of additional fellowship training increased over 5-fold from 5% in the first 3 years of the study to 28% in the last 2 years of the study (P=0.001). CONCLUSIONS: The proportion of trainees completing additional subspecialty fellowships in addition to pediatric orthopaedics has risen over the past decade. The precise cause and effect of such change is uncertain and likely multifactorial. Reexamination of our classic training paradigms may be warranted in light of these trends. LEVEL OF EVIDENCE: Level III.",Subspecialty Training Among Graduates of Pediatric Orthopaedic Fellowships: An 11-Year Analysis of the Database of American Board of Orthopaedic Surgery.
